"","X","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","HouseAge","GarageAge","RemodAddAge","SalePriceThousands"
"1166",1166,1,20,"RL",79,9541,NA,"NridgHt","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1502,1502,"GasA","SBrkr",1502,0,0,1502,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2,644,"TA","TA",0,114,0,0,0,0,NA,NA,9,2009,"New","Partial",0,0,0,233.17
"1167",1167,1,20,"RL",64,10475,NA,"CollgCr","Norm","Norm","1Fam","1Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1694,1694,"GasA","SBrkr",1694,0,0,1694,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",3,776,"TA","TA",160,33,0,0,0,0,NA,NA,2,2010,"WD","Normal",2,2,2,245.35
"1168",1168,1,60,"RL",58,10852,NA,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","GLQ",786,"Unf",0,173,959,"GasA","SBrkr",959,712,0,1671,1,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",2,472,"TA","TA",0,38,0,0,0,0,NA,NA,2,2006,"WD","Normal",6,6,6,173
"1169",1169,1,70,"RL",120,13728,NA,"Edwards","Norm","Norm","1Fam","2Story",6,7,"CompShg","Stucco","Stucco","TA","TA","TA","TA","Rec",626,"Unf",0,501,1127,"GasA","SBrkr",1236,872,0,2108,0,0,2,0,4,1,"Gd",7,"Typ",2,"Basment",2,540,"TA","TA",0,0,0,0,90,0,NA,NA,7,2008,"WD","Normal",73,73,22,235
"1170",1170,1,60,"RL",118,35760,NA,"NoRidge","Norm","Norm","1Fam","2Story",10,5,"CompShg","HdBoard","HdBoard","Gd","Gd","Ex","TA","GLQ",1387,"Unf",0,543,1930,"GasA","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,"Gd",10,"Typ",1,"Attchd",3,807,"TA","TA",361,76,0,0,0,0,NA,NA,7,2006,"WD","Normal",11,11,10,625
"1171",1171,1,80,"RL",76,9880,NA,"Mitchel","Norm","Norm","1Fam","SLvl",6,6,"CompShg","Plywood","Plywood","TA","TA","TA","TA","ALQ",522,"Unf",0,574,1096,"GasA","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1,358,"TA","TA",203,0,0,0,0,576,"Gd","GdPrv",7,2008,"WD","Normal",31,31,31,171
"1172",1172,1,20,"RL",76,9120,NA,"NAmes","Norm","Norm","1Fam","1Story",6,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","ALQ",662,"Unf",0,599,1261,"GasA","SBrkr",1261,0,0,1261,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",2,433,"TA","TA",0,0,0,0,288,0,NA,NA,11,2008,"WD","Normal",50,50,50,163
"1173",1173,1,160,"FV",35,4017,"Pave","Somerst","Norm","Norm","TwnhsE","2Story",7,5,"CompShg","MetalSd","MetalSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,625,625,"GasA","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"Detchd",2,625,"TA","TA",0,54,0,0,0,0,NA,NA,3,2008,"WD","Normal",2,2,1,171.9
"1174",1174,1,50,"RL",138,18030,NA,"ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",152,"BLQ",469,977,1598,"GasA","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"Ex",12,"Maj1",1,NA,0,0,NA,NA,122,0,0,0,0,0,NA,"MnPrv",3,2007,"WD","Normal",61,0,13,200.5
"1175",1175,1,70,"RL",80,16560,NA,"Crawfor","Norm","Norm","1Fam","2Story",6,8,"CompShg","Wd Sdng","Wd Sdng","TA","TA","Gd","TA","Rec",503,"Unf",0,449,952,"GasA","SBrkr",1170,1175,0,2345,0,0,2,1,4,1,"TA",9,"Typ",1,"Detchd",2,360,"TA","TA",0,0,0,0,0,0,NA,NA,7,2006,"WD","Normal",74,74,56,239
"1176",1176,1,50,"RL",85,10678,NA,"NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,"CompShg","HdBoard","HdBoard","Gd","TA","Gd","TA","GLQ",700,"Unf",0,983,1683,"GasA","SBrkr",2129,743,0,2872,0,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd",2,541,"TA","TA",0,33,0,0,0,0,NA,NA,4,2007,"WD","Normal",15,15,7,285
"1177",1177,1,20,"RL",37,6951,NA,"Mitchel","Norm","Norm","1Fam","1Story",5,5,"CompShg","HdBoard","Plywood","TA","TA","TA","TA","ALQ",658,"Unf",0,218,876,"GasA","SBrkr",923,0,0,923,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1,264,"TA","TA",362,0,0,0,0,0,NA,"MnPrv",10,2008,"WD","Normal",24,24,23,119.5
"1178",1178,1,50,"RM",0,3950,"Grvl","OldTown","Artery","Norm","1Fam","1.5Fin",6,8,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",468,"Unf",0,350,818,"GasA","SBrkr",818,406,0,1224,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1,210,"TA","TA",0,0,116,0,0,0,NA,NA,12,2009,"WD","Normal",83,83,5,115
"1179",1179,1,50,"RL",54,7681,NA,"Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,731,731,"GasA","SBrkr",820,523,0,1343,0,0,1,1,3,1,"TA",7,"Typ",1,"Detchd",1,186,"Fa","TA",192,0,102,0,0,0,NA,NA,7,2009,"WD","Normal",88,88,59,154.9
"1180",1180,1,20,"RL",77,8335,NA,"Edwards","Norm","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA",NA,NA,NA,0,NA,0,0,0,"GasA","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"TA",5,"Min2",1,NA,0,0,NA,NA,0,36,190,0,0,0,NA,NA,4,2006,"WD","Normal",52,0,52,93
"1181",1181,1,60,"RL",0,11170,NA,"Timber","Norm","Norm","1Fam","2Story",7,5,"CompShg","MetalSd","MetalSd","TA","TA","Gd","TA","LwQ",1216,"Unf",0,0,1216,"GasA","SBrkr",1298,1216,0,2514,0,0,2,1,4,1,"TA",8,"Typ",0,"Attchd",2,693,"TA","TA",0,0,0,0,0,0,NA,"GdPrv",4,2006,"WD","Normal",16,16,15,250
"1182",1182,1,120,"RM",64,5587,NA,"Crawfor","Norm","Norm","TwnhsE","1Story",8,5,"CompShg","CemntBd","CmentBd","Ex","TA","Ex","TA","GLQ",1480,"Unf",0,120,1600,"GasA","SBrkr",1652,0,0,1652,1,1,2,0,2,1,"Gd",5,"Typ",1,"Attchd",2,482,"TA","TA",162,53,0,153,0,0,NA,NA,11,2008,"New","Partial",0,0,0,392.5
"1183",1183,1,60,"RL",160,15623,NA,"NoRidge","Norm","Norm","1Fam","2Story",10,5,"CompShg","Wd Sdng","ImStucc","Gd","TA","Ex","TA","GLQ",2096,"Unf",0,300,2396,"GasA","SBrkr",2411,2065,0,4476,1,0,3,1,4,1,"Ex",10,"Typ",2,"Attchd",3,813,"TA","TA",171,78,0,0,0,555,"Ex","MnPrv",7,2007,"WD","Abnorml",11,11,11,745
"1184",1184,1,30,"RL",60,10800,"Grvl","OldTown","Norm","Norm","1Fam","1Story",5,6,"CompShg","Stucco","Stucco","TA","TA","TA","TA","Rec",821,"Unf",0,299,1120,"GasA","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"TA",5,"Typ",1,"Detchd",2,720,"TA","TA",229,0,0,0,0,0,NA,NA,6,2006,"WD","Normal",86,36,56,120
"1185",1185,1,20,"RL",50,35133,NA,"Timber","Norm","Norm","1Fam","1Story",5,4,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",1159,"Unf",0,413,1572,"GasA","SBrkr",1572,0,0,1572,1,0,1,1,3,1,"TA",5,"Typ",2,"2Types",3,995,"TA","TA",0,263,0,0,263,0,NA,NA,5,2007,"WD","Normal",44,44,44,186.7
"1186",1186,1,50,"RL",60,9738,NA,"Edwards","Norm","Norm","1Fam","1.5Fin",5,7,"CompShg","AsbShng","AsbShng","TA","Gd","TA","TA","BLQ",392,"Unf",0,392,784,"GasA","SBrkr",949,272,0,1221,1,0,1,0,4,1,"TA",7,"Typ",0,"Attchd",1,392,"TA","TA",0,0,236,0,0,0,NA,NA,3,2006,"WD","Normal",82,41,56,104.9
"1187",1187,1,190,"RL",107,10615,NA,"OldTown","Artery","Artery","2fmCon","2Story",3,5,"CompShg","HdBoard","HdBoard","TA","TA","Fa","TA","BLQ",440,"Unf",0,538,978,"GasA","SBrkr",1014,685,0,1699,1,0,2,0,3,2,"TA",7,"Typ",0,"CarPort",2,420,"Fa","Fa",0,74,0,0,0,0,NA,NA,8,2009,"WD","Abnorml",109,89,39,95
"1188",1188,1,20,"RL",89,12461,NA,"NoRidge","Norm","Norm","1Fam","1Story",8,5,"CompShg","ImStucc","ImStucc","Gd","TA","Gd","TA","GLQ",1456,"Unf",0,168,1624,"GasA","SBrkr",1624,0,0,1624,1,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",3,757,"TA","TA",0,114,192,0,0,0,NA,"GdPrv",7,2006,"WD","Normal",12,12,11,262
"1189",1189,1,60,"RL",68,8935,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,831,831,"GasA","SBrkr",831,829,0,1660,0,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",2,493,"TA","TA",144,68,0,0,0,0,NA,NA,7,2009,"WD","Normal",7,7,7,195
"1190",1190,1,60,"RL",60,7500,NA,"Gilbert","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","Unf",0,"Unf",0,994,994,"GasA","SBrkr",1028,776,0,1804,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2,442,"TA","TA",140,60,0,0,0,0,NA,NA,6,2010,"WD","Normal",11,11,11,189
"1191",1191,1,190,"RL",0,32463,NA,"Mitchel","Norm","Norm","2fmCon","1Story",4,4,"CompShg","MetalSd","MetalSd","TA","Gd","TA","TA","BLQ",1159,"Unf",0,90,1249,"GasA","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"TA",7,"Typ",1,"2Types",4,1356,"TA","TA",439,0,0,0,0,0,NA,NA,3,2007,"WD","Normal",46,32,32,168
"1192",1192,1,160,"FV",24,2645,"Pave","Somerst","Norm","Norm","Twnhs","2Story",8,5,"CompShg","MetalSd","MetalSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,776,776,"GasA","SBrkr",764,677,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,"Detchd",2,492,"TA","TA",206,0,0,0,0,0,NA,NA,11,2007,"WD","Normal",8,8,7,174
"1193",1193,1,50,"RM",60,9600,"Grvl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","Unf",0,"Unf",0,702,702,"GasA","SBrkr",842,630,0,1472,0,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",1,250,"TA","Fa",0,0,84,0,0,0,NA,"GdWo",7,2007,"WD","Normal",82,82,13,125
"1194",1194,1,120,"RM",0,4500,NA,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","Ex","TA","GLQ",883,"Unf",0,341,1224,"GasA","SBrkr",1224,0,0,1224,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",2,402,"TA","TA",0,304,0,0,0,0,NA,NA,6,2009,"WD","Normal",10,10,10,165
"1195",1195,1,60,"RL",80,9364,NA,"Sawyer","Norm","Norm","1Fam","2Story",6,7,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","ALQ",371,"Unf",0,292,663,"GasA","SBrkr",663,689,0,1352,0,0,1,1,4,1,"TA",7,"Typ",0,"Attchd",1,299,"TA","TA",379,36,0,0,0,0,NA,"MnPrv",3,2010,"WD","Normal",41,41,41,158
"1196",1196,1,60,"RL",51,8029,NA,"Gilbert","Norm","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,728,728,"GasA","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",2,400,"TA","TA",100,24,0,0,0,0,NA,NA,7,2008,"WD","Normal",3,3,3,176
"1197",1197,1,60,"RL",58,14054,NA,"Gilbert","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,879,879,"GasA","SBrkr",879,984,0,1863,0,0,2,1,4,1,"Gd",9,"Typ",1,"BuiltIn",3,660,"TA","TA",100,17,0,0,0,0,NA,NA,11,2006,"New","Partial",0,0,0,219.21
"1198",1198,1,75,"RM",65,8850,NA,"OldTown","Norm","Norm","1Fam","2.5Unf",7,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,815,815,"GasA","SBrkr",815,875,0,1690,0,0,1,0,3,1,"TA",7,"Typ",1,"Detchd",1,225,"TA","TA",0,0,330,0,0,0,NA,NA,7,2006,"ConLw","Normal",90,90,56,144
"1199",1199,1,20,"RL",70,9100,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1212,1212,"GasA","SBrkr",1212,0,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2,573,"TA","TA",356,0,0,0,0,0,NA,NA,6,2009,"WD","Normal",8,8,8,178
"1200",1200,1,20,"RL",75,11235,NA,"Sawyer","Norm","Norm","1Fam","1Story",4,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","Rec",547,"Unf",0,504,1051,"GasA","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",2,459,"TA","TA",0,82,0,0,0,0,NA,NA,10,2006,"WD","Normal",43,32,27,148
"1201",1201,1,20,"RL",71,9353,NA,"NAmes","Norm","Norm","1Fam","1Story",4,5,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,864,864,"GasA","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1,280,"TA","TA",0,0,0,0,0,0,NA,NA,7,2006,"Oth","Abnorml",36,34,36,116.05
"1202",1202,1,60,"RL",80,10400,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,866,866,"GasA","SBrkr",866,913,0,1779,0,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",2,546,"TA","TA",198,36,0,0,0,0,NA,NA,3,2009,"WD","Normal",11,11,11,197.9
"1203",1203,1,50,"RM",50,6000,NA,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,884,884,"GasA","SBrkr",884,464,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,"Detchd",1,216,"TA","TA",0,0,208,0,0,0,NA,NA,5,2009,"WD","Normal",84,49,12,117
"1204",1204,1,20,"RL",75,9750,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1630,1630,"GasA","SBrkr",1630,0,0,1630,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2,451,"TA","TA",74,234,0,0,0,0,NA,NA,10,2009,"WD","Normal",9,9,8,213
"1205",1205,1,20,"RL",78,10140,NA,"NWAmes","Norm","Norm","1Fam","1Story",5,6,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","ALQ",788,"Unf",0,268,1056,"GasA","SBrkr",1074,0,0,1074,1,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",2,495,"TA","TA",0,88,0,0,0,0,NA,"MnPrv",7,2006,"WD","Normal",31,31,31,153.5
"1206",1206,1,20,"RL",90,14684,NA,"SawyerW","Norm","Norm","1Fam","1Story",7,7,"CompShg","HdBoard","HdBoard","Gd","TA","Gd","TA","ALQ",485,"BLQ",177,1496,2158,"GasA","SBrkr",2196,0,0,2196,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",3,701,"TA","TA",84,70,0,0,0,0,NA,NA,6,2009,"WD","Normal",19,19,18,271.9
"1207",1207,1,20,"RH",0,8900,NA,"SawyerW","Norm","Norm","1Fam","1Story",4,4,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","Rec",1056,"Unf",0,0,1056,"GasA","SBrkr",1056,0,0,1056,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1,384,"TA","TA",0,42,0,0,0,0,NA,"MnPrv",11,2006,"WD","Normal",40,40,40,107
"1208",1208,1,20,"RL",70,9135,NA,"CollgCr","Norm","Norm","1Fam","1Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",340,"Unf",0,1342,1682,"GasA","SBrkr",1700,0,0,1700,1,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2,544,"TA","TA",192,23,0,0,0,0,NA,NA,5,2006,"WD","Normal",3,3,3,200
"1209",1209,1,20,"RL",70,7763,NA,"NAmes","Norm","Norm","1Fam","1Story",5,7,"CompShg","MetalSd","MetalSd","TA","Gd","TA","TA","Rec",504,"BLQ",108,319,931,"GasA","SBrkr",1283,0,0,1283,1,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",2,506,"TA","TA",0,0,0,0,0,0,NA,NA,10,2008,"WD","Normal",46,28,28,140
"1210",1210,1,20,"RL",85,10182,NA,"Somerst","RRNn","Norm","1Fam","1Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Ex","TA","GLQ",1220,"Unf",0,440,1660,"GasA","SBrkr",1660,0,0,1660,1,0,2,0,3,1,"Gd",8,"Typ",1,"Attchd",2,500,"TA","TA",322,50,0,0,0,0,NA,NA,5,2006,"New","Partial",0,0,0,290
"1211",1211,1,60,"RL",70,11218,NA,"SawyerW","Norm","Norm","1Fam","2Story",6,5,"CompShg","Wd Sdng","Wd Sdng","Gd","TA","Gd","TA","Unf",0,"Unf",0,1055,1055,"GasA","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2,462,"TA","TA",635,104,0,0,0,0,NA,"GdPrv",5,2010,"WD","Normal",18,18,18,189
"1212",1212,1,50,"RL",152,12134,NA,"Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,"CompShg","Wd Sdng","Wd Sdng","Gd","TA","Gd","TA","GLQ",427,"Unf",0,132,559,"GasA","SBrkr",1080,672,0,1752,0,0,2,0,4,1,"TA",8,"Typ",0,"Basment",2,492,"TA","TA",325,12,0,0,0,0,NA,NA,6,2010,"WD","Normal",22,22,5,164
"1213",1213,1,30,"RL",50,9340,NA,"Edwards","Norm","Norm","1Fam","1Story",4,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",344,"Unf",0,328,672,"GasA","SBrkr",672,0,0,672,1,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1,234,"TA","TA",0,113,0,0,0,0,NA,NA,8,2009,"WD","Normal",68,68,59,113
"1214",1214,1,80,"RL",0,10246,NA,"Sawyer","Norm","Norm","1Fam","SLvl",4,9,"CompShg","VinylSd","VinylSd","TA","Gd","TA","Gd","GLQ",648,"Unf",0,0,648,"GasA","SBrkr",960,0,0,960,1,1,0,0,0,1,"TA",3,"Typ",0,"Attchd",1,364,"TA","TA",88,0,0,0,0,0,NA,NA,5,2006,"WD","Normal",41,41,5,145
"1215",1215,1,85,"RL",69,10205,NA,"NAmes","Norm","Norm","1Fam","SFoyer",5,5,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","BLQ",784,"Unf",0,141,925,"GasA","SBrkr",999,0,0,999,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1,300,"TA","TA",150,72,0,0,0,0,NA,NA,5,2006,"WD","Normal",44,44,44,134.5
"1216",1216,1,20,"RL",99,7094,NA,"Sawyer","Norm","Norm","1Fam","1Story",5,5,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","Rec",180,"LwQ",374,340,894,"GasA","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1,384,"TA","TA",0,0,0,0,0,0,NA,"MnPrv",5,2007,"WD","Normal",41,41,41,125
"1217",1217,1,90,"RM",68,8930,NA,"Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,"CompShg","VinylSd","VinylSd","TA","TA",NA,NA,NA,0,NA,0,0,0,"GasA","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,"Attchd",2,539,"TA","TA",0,0,0,0,0,0,NA,NA,4,2010,"WD","Normal",32,32,32,112
"1218",1218,1,20,"FV",72,8640,NA,"Somerst","Norm","Norm","1Fam","1Story",8,5,"CompShg","CemntBd","CmentBd","Gd","TA","Gd","TA","GLQ",936,"Unf",0,364,1300,"GasA","SBrkr",1314,0,0,1314,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2,552,"TA","TA",135,112,0,0,0,0,NA,NA,9,2009,"New","Partial",0,0,0,229.456
"1219",1219,1,50,"RM",52,6240,NA,"BrkSide","Norm","Norm","1Fam","1.5Fin",4,5,"CompShg","AsbShng","AsbShng","TA","TA",NA,NA,NA,0,NA,0,0,0,"GasA","SBrkr",672,240,0,912,0,0,1,0,2,1,"TA",3,"Typ",0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,7,2006,"WD","Normal",59,0,56,80.5
"1220",1220,1,160,"RM",21,1680,NA,"BrDale","Norm","Norm","Twnhs","2Story",6,5,"CompShg","CemntBd","CmentBd","TA","TA","TA","TA","Unf",0,"Unf",0,672,672,"GasA","SBrkr",672,546,0,1218,0,0,1,1,3,1,"TA",7,"Typ",0,NA,0,0,NA,NA,201,0,0,0,0,0,NA,NA,4,2006,"WD","Abnorml",35,0,35,91.5
"1221",1221,1,20,"RL",66,7800,NA,"NAmes","Norm","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Rec",312,"LwQ",600,0,912,"GasA","SBrkr",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1,288,"TA","TA",0,0,0,0,0,0,NA,NA,11,2006,"WD","Abnorml",42,42,42,115
"1222",1222,1,20,"RL",55,8250,NA,"Sawyer","Feedr","Norm","1Fam","1Story",5,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","BLQ",250,"LwQ",492,210,952,"GasA","SBrkr",1211,0,0,1211,0,0,1,0,3,1,"TA",5,"Typ",1,"Attchd",1,322,"TA","TA",0,63,0,0,0,0,NA,NA,8,2008,"WD","Normal",40,40,40,134
"1223",1223,1,50,"RL",78,10496,NA,"NAmes","Artery","Norm","1Fam","1.5Fin",6,6,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Rec",196,"Unf",0,844,1040,"GasA","SBrkr",1168,678,0,1846,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1,315,"TA","TA",0,0,0,0,0,0,NA,"GdWo",1,2007,"WD","Normal",58,58,57,143
"1224",1224,1,20,"RL",89,10680,NA,"NAmes","Norm","Norm","1Fam","1Story",5,3,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","Fa","LwQ",756,"Unf",0,1380,2136,"GasA","FuseA",2136,0,0,2136,0,0,2,0,4,1,"TA",7,"Mod",0,"Detchd",2,528,"TA","TA",0,30,0,0,0,0,NA,"MnPrv",10,2006,"WD","Normal",55,55,55,137.9
"1225",1225,1,60,"RL",60,15384,NA,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",724,"Unf",0,64,788,"GasA","SBrkr",788,702,0,1490,1,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2,388,"TA","TA",100,75,0,0,0,0,NA,NA,2,2008,"WD","Normal",4,4,3,184
"1226",1226,1,80,"RL",65,10482,NA,"NAmes","Norm","Norm","1Fam","SLvl",6,8,"CompShg","VinylSd","VinylSd","TA","Gd","TA","TA","GLQ",507,"Unf",0,81,588,"GasA","SBrkr",1138,0,0,1138,0,1,1,0,3,1,"TA",6,"Typ",0,"Attchd",1,264,"TA","TA",224,0,0,0,0,0,NA,"MnWw",6,2007,"WD","Normal",49,49,49,145
"1227",1227,1,60,"RL",86,14598,NA,"Somerst","Feedr","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,894,894,"GasA","SBrkr",894,1039,0,1933,0,0,2,1,4,1,"Gd",9,"Typ",1,"BuiltIn",3,668,"TA","TA",100,18,0,0,0,0,NA,NA,1,2008,"WD","Normal",1,1,1,214
"1228",1228,1,20,"RL",72,8872,NA,"NAmes","Norm","Norm","1Fam","1Story",5,8,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","ALQ",595,"Unf",0,317,912,"GasA","SBrkr",912,0,0,912,1,0,1,0,2,1,"Gd",5,"Typ",0,"Detchd",2,576,"TA","TA",0,240,0,0,0,0,NA,NA,12,2008,"WD","Normal",43,16,0,147
"1229",1229,1,120,"RL",65,8769,NA,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"CompShg","MetalSd","MetalSd","Ex","TA","Ex","TA","GLQ",1540,"Unf",0,162,1702,"GasA","SBrkr",1702,0,0,1702,1,0,1,1,1,1,"Ex",7,"Typ",1,"Attchd",3,1052,"TA","TA",0,72,0,0,224,0,NA,NA,10,2008,"New","Partial",0,0,0,367.294
"1230",1230,1,80,"RL",70,7910,NA,"NAmes","Norm","Norm","1Fam","SLvl",5,5,"CompShg","BrkFace","HdBoard","TA","TA","TA","TA","ALQ",666,"Unf",0,409,1075,"GasA","SBrkr",1507,0,0,1507,0,0,2,0,4,1,"TA",7,"Maj1",0,"Basment",1,404,"TA","TA",0,0,0,0,0,0,NA,"GdWo",8,2008,"WD","Normal",48,48,48,127
"1231",1231,1,90,"RL",0,18890,NA,"Sawyer","Feedr","RRAe","Duplex","1.5Fin",5,5,"CompShg","Plywood","Plywood","TA","TA","Gd","TA","GLQ",498,"Rec",211,652,1361,"GasA","SBrkr",1361,1259,0,2620,0,0,2,2,4,2,"TA",12,"Typ",1,"BuiltIn",2,600,"TA","TA",155,24,145,0,0,0,NA,NA,8,2007,"WD","Normal",30,30,30,190
